subject_id,brand,description,specTableContent,title
10967310,," colorful sleeve. The durable neoprene material helps keep your PC safe from the elements as well bumps and scrapes. Easily reversible so you can change colors to suit mood. 1-year HP Commercial Guarantee; ""@en "" Wrap laptop in a snug", Appearance Color Black Blue Box contents What's in the box Sleeve Weights Weight 0.15 kg Package weight 0.17 kg Dimensions Dimensions (W x D x H) 320 x 230 x 10 mm Package dimensions (W x D x H) 323 x 231 x 11 mm Warranty Warranty 1-year HP Commercial Guarantee," ""HP Chroma Sleeve (Black/Blue) - 29,46 cm (11,6"" )""@en 46 (11 6"" 29"
16979576,"""Null""","""
Apple Part Number: MB953LL/A

Hardware Configuration
27-inch LED-backlit glossy widescreen TFT LCD display with IPS, 2560x1440 resolution2.66GHz quad-core Intel Core i5 processor4.0GB (4x1.0GB) PC3-8500 (1066MHz) DDR3 SO-DIMM, supports up to 16.0GB1.0TB Serial ATA hard disk drive @ 7200RPMDVD-RW/CD-RW SuperDrive-DLATI Radeon HD 4850 graphics with 512MB GDDR3 memoryAirPort Extreme wireless card (802.11a/b/g/n)Bluetooth 2.1 + EDRBuilt-in iSight camera1- Mini DisplayPort4- USB 2.0 ports1- FireWire 800 port1- Ethernet port1- Secure Digital (SD) slotPower Cable Included"" ",," ""Apple iMac 27-inch 2.66GHz Quad-core i5 (Late 2009) MB953LL/A"" ""iMac 27"" | macofalltrades"""
15438074,"""Seagate"""," ""Description:Seagate Barracuda 1TB Hot-Plug Serial ATA (SATA) NCQ 3.0Gb/s 7200RPM 3.5-inch form factor 32MB Desktop Hard DrivePart Number(s) Manufacturer Part# ST31000340AS Alternate ST31000340NS""", Specifications: Category Seagate HardDrive Sub-Category Desktop Generation SATA Part Number ST31000340AS Products ID 457543 Capacity 1TB Form Factor 3.5 inches x 1/3H Interface Serial ATA Data Transfer Rate 300MB/s Spindle Speed 7200RPM Average Seek Time 8.5ms Hot Swap Tray Not Included Manufacturer Seagate Pre-Failure Warranty Yes Cache 32MB," ""ST31000340AS Seagate 1-TB 7.2K 3.5 3G SATA HDD"" ""Null"""
1697403,"""Corsair""",,," ""Corsair - 100R Silent ATX Mid Tower Case"" Case (CC-9011077-WW) PCPartPicker"""
7292180,,," Categorie Interne harde schijven Merk WD Productserie Red Product WD Red Uitvoering WD30EFRX, 3TB EAN 0071803779967, 0718037799674 SKU WD30EFRX Tweakers ID 315368 Productprijs € 104,99 Pakketpost (tot 10 kg) € 0,- iDeal € 0,- Totaal € 104,99 Onjuiste prijs melden Productprijs € 105,- Pakketpost (> € 100,-) € 0,- iDeal € 0,- Totaal € 105,- Onjuiste prijs melden Productprijs € 105,71 Pakketpost (vanaf 50,-) € 0,- iDeal € 0,- Totaal € 105,71 Onjuiste prijs melden Productprijs € 105,90 Pakketpost NL boven €100 € 0,- iDeal € 0,- Totaal € 105,90 Onjuiste prijs melden Productprijs € 105,90 Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 105,90 Onjuiste prijs melden Productprijs € 101,95 Pakketpost € 3,95 iDeal € 0,- Totaal € 105,90 Onjuiste prijs melden Productprijs € 102,50 Pakketpost DPD € 3,95 iDeal € 0,- Totaal € 106,45 Onjuiste prijs melden Productprijs € 107,- Pakketpost (vanaf € 100,-) € 0,- iDeal € 0,- Totaal € 107,- Onjuiste prijs melden Productprijs € 103,75 Pakketpost 0-30 kg € 4,95 iDeal (vanaf € 10,-) € 0,- Totaal € 108,70 Onjuiste prijs melden Productprijs € 108,95 Pakketpost tot € 50,- € 0,- iDeal € 0,- Totaal € 108,95 Onjuiste prijs melden Productprijs € 109,- Pakketpost Nederland (vanaf € 75,-) € 0,- iDeal € 0,- Totaal € 109,- Onjuiste prijs melden Productprijs € 109,95 Pakketpost PostNL (vanaf € 49,95) € 0,- iDeal € 0,- Totaal € 109,95 Onjuiste prijs melden Productprijs € 109,99 Pakketpost Nederland (vanaf € 75,-) € 0,- iDeal € 0,- Totaal € 109,99 Onjuiste prijs melden Productprijs € 107,90 Pakketpost tot 1 kg € 2,95 iDeal € 0,- Totaal € 110,85 Onjuiste prijs melden Productprijs € 111,95 Pakketpost (vanaf € 50,-) € 0,- iDeal € 0,- Totaal € 111,95 Onjuiste prijs melden Productprijs € 112,- Pakketpost € 0,- iDeal € 0,- Totaal € 112,- Onjuiste prijs melden Productprijs € 112,45 Opsturen € 0,- iDeal € 0,- Totaal € 112,45 Onjuiste prijs melden Productprijs € 112,50 Pakketpost (vanaf € 20,-) € 0,- iDeal € 0,- Totaal € 112,50 Onjuiste prijs melden Productprijs € 112,90 Pakketpost € 0,- iDeal € 0,- Totaal € 112,90 Onjuiste prijs melden Productprijs € 112,90 Pakketpost € 0,- iDeal € 0,- Totaal € 112,90 Onjuiste prijs melden Productprijs € 113,74 Pakketpost (vanaf € 29,95) € 0,- iDeal € 0,- Totaal € 113,74 Onjuiste prijs melden Productprijs € 114,95 Pakketpost (vanaf € 44,95) € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,95 Pakketpost vanaf € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,95 Pakketpost € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,95 Pakketpost (vanaf € 25,-) € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,95 Pakketpost (vanaf € 25,-) € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,95 Pakketpost vanaf € 25,- € 0,- iDeal € 0,- Totaal € 114,95 Onjuiste prijs melden Productprijs € 114,99 Pakketpost € 0,- iDeal € 0,- Totaal € 114,99 Onjuiste prijs melden Productprijs € 115,- Pakketpost > € 50,- € 0,- iDeal € 0,- Totaal € 115,- Onjuiste prijs melden Productprijs € 115,- Pakketpost (boven €20,-) € 0,- iDeal € 0,- Totaal € 115,- Onjuiste prijs melden Productprijs € 116,78 Pakketpost Nederland (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 116,78 Onjuiste prijs melden Productprijs € 116,99 Verzending € 0,- iDeal € 0,- Totaal € 116,99 Onjuiste prijs melden Productprijs € 117,- Pakketpost Nederland (vanaf € 19,-) € 0,- iDeal € 0,- Totaal € 117,- Onjuiste prijs melden Productprijs € 110,99 Pakketpost € 6,95 iDeal € 0,- Totaal € 117,94 Onjuiste prijs melden Productprijs € 114,- Pakketpost tot € 249.99,- € 4,95 iDeal € 0,- Totaal € 118,95 Onjuiste prijs melden Productprijs € 111,80 Pakketpost € 7,95 iDeal € 0,- Totaal € 119,75 Onjuiste prijs melden Productprijs € 119,99 Pakketpost (vanaf € 30,-) € 0,- iDeal € 0,- Totaal € 119,99 Onjuiste prijs melden Productprijs € 116,35 Pakketpost NL DPD € 4,95 iDeal € 0,- Totaal € 121,30 Onjuiste prijs melden Productprijs € 122,- Pakketpost (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 122,- Onjuiste prijs melden Productprijs € 123,95 Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 0,- iDeal € 0,- Totaal € 123,95 Onjuiste prijs melden Productprijs € 123,95 Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 123,95 Onjuiste prijs melden Productprijs € 125,- Pakketpost (vanaf € 36,24) € 0,- iDeal € 0,- Totaal € 125,- Onjuiste prijs melden Productprijs € 127,- Pakketpost (vanaf € 29,-) € 0,- iDeal € 0,- Totaal € 127,- Onjuiste prijs melden Productprijs € 129,- Opsturen € 0,- iDeal € 0,- Totaal € 129,- Onjuiste prijs melden Productprijs € 112,78 Opsturen UPS Standard € 18,83 iDEAL € 0,- Totaal € 131,61 Onjuiste prijs melden Productprijs € 124,95 Opsturen Nederland t/m € 200,- € 6,95 iDeal € 0,- Totaal € 131,90 Onjuiste prijs melden Productprijs € 169,- Pakketpost € 0,- iDeal € 0,- Totaal € 169,- Onjuiste prijs melden Productprijs € 169,- Opsturen € 100,- tot € 500,- € 2,95 iDEAL € 0,- Totaal € 171,95 Onjuiste prijs melden"," ""WD Red WD30EFRX, 3TB - Prijzen ""@NL WD30EFRX Tweakers""@NL"
11484972,,"""
	WD Red WD30EFRX 3TB  Desktop Internal Hard Drive
""@en-US ", Weight 2 kg Series RED Interface SATA SATA 6.0Gb/s Brand Western Digital Model WD30EFRX HDD Capacity 3TB Form Factor 3.5″ Warranty 3 Years HDD Speed IntelliPower Cache 64 Weight 2 kg Series RED Interface SATA SATA 6.0Gb/s Brand Western Digital Model WD30EFRX HDD Capacity 3TB Form Factor 3.5″ Warranty 3 Years HDD Speed IntelliPower Cache 64," ""Buy Online | WD Red WD30EFRX 3TB Desktop Internal Hard Drive Price in India""@en-US"
6930473,"""HP Enterprise""","""Description:10 x 72GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 512545-B21
Spare Part# 512743-001
Assembly Part# 512544-001
Model# DH0072FAQRD"" ", Specifications: Category Proliant HardDrive Sub-Category 15K Generation SAS Part Number 512743-001-10Pack Products ID 463285 Type Hard Drive - Hot-Swap Capacity 72GB Interface Type Serial Attached SCSI Spindle Speed 15000RPM," ""512743-001 HP 72-GB 6G 15K 2.5 DP SAS"", ""Null"" Price 512743-001-10Pack"" ""New 512743-001 SAS 10 Pack Wholesale"
17038524,"""HP Enterprise""","""Description:5 x 72GB Serial Attached SCSI (SAS) 3.5-inch HotPlug 15K Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 384852-B21
Spare Part# 389343-001
Assembly Part# 417190-002
Model# DF072BB6BC"" ", Specifications: Category Proliant HardDrive Sub-Category 15K Generation SAS Part Number 417190-002-5Pack Products ID 455233 Capacity 72GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 15000RPM External Data Transfer 300MB/s Seek Time 3.5ms HotSwap Yes Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Included/Attached," ""417190-002 HP 72-GB 15K 3.5 DP SAS"", ""Null"" Price 417190-002-5Pack"" ""New 417190-002 SAS 5 Pack Wholesale"
2570370,,"""
Windows 10 Home 64-bit Edition
Intel Core i7 6ª Gen 6700HQ Quad Core
8GB Memoria RAM DDR4 a 2133MHz
1TB Disco Duro SATA 6Gb/s
Graficos Nvidia Geforce GTX950M 4GB GDDR3
15.6"" IPS Full HD 1920x1080
""@es ",," ""Asus VivoBook Pro N552VX-FY024T i7-6700HQ 8GB 1TB Nvida GTX950 4GB W10""@es R510VX-DM577 i5-7300HQ Nvidia 2GB 15.6 FreeDos ... ""@es"
917036,,"""
Windows 7 Pro 64
Procesaodor Intel® Xeon® E3-1505M v5
15,6"" 4K LED UHD UWVA IPS antirreflectante (3840 x 2160)
Memoria DDR4 de 16 GB
Disco duro 512 GB HP Z Turbo Drive PCIe SSD
Gráficos NVIDIA® Quadro® M1000M (GDDR5 dedicado de 4 GB)
Combo de Intel® Dual Band Wireless-AC 8260 802.11 a/b/g/n/ac (2x2) Wi-Fi y Bluetooth® 4.0
""@es ",," ""HP ZBook Studio G3 Xeon E3-1505M 16GB 512GB SSD M1000 4GB 15.6 4K W7Pro""@es ProBook 470 G4 i5-7500U 8GB 1TB Nvidia GT930 2GB 17.3 W10Pro - B... ""@es"
2338842,,,," ""Asus GeForce GTX1080 PCIe 3.0 Turbo Graphics Card, 8GB GDDR5X""@en GDDR5X (TURBO-GTX1080-8G)""@en Card"
5705979,"""AMD""@en","""YD190XA8AEWOF, 8 Core with 16 Threads, 4.00GHz clock speed, 14nm FinFet Process, 16MB L3 Cache, Quad Channel DDR4 Controller, 3 Year Warranty""@en ",," ""AMD Ryzen Threadripper Eight Core 1900X 4.00GHz (Socket TR4) Processor - Retail""@en ""▷ AMD TR4)… | OcUK""@en"
13977363,"""Apple""@us","""<b>Key Features</b><br />
• Up to twelve hours of battery life. Power through your whole day.<br />
• Fifth-generation Intel Core Processors. Performance, meet endurance.<br />
• 802.11 ac Wi-Fi. The definition of fast.<br />
• Fast all-flash storage. Ready. Set. Done.<br />
• Ports:""@us ",," ""Apple Apple MacBook Air 13-inch: 1.8GHz/8GB/256GB (edu savings $150)""@us $150) - RamTech""@us"
652746,"""Speck""@en"," ""Hardshell scratch-resistant protection for MacBook Air 13-Inch""@en",," "" Speck SeeThru Satin for MacBook Air 13"" - Calypso Blue ""@en"
1114950,"""Corsair""@en","""1333MHz RAM Speed, CAS 9-9-9-24, 1.50v VDIMM, Lifetime Warranty""@en "," Memory Type DDR3 (PC3-10600) Capacity 4GB (2 x 2GB) Tested Speed 1333MHz Tested Latency 9-9-9-24 Tested Voltage 1.50v Registered / Unbuffered Unbuffered Error Checking Non-ECC Memory Features XMP, XMS3 Heatsink"," ""Corsair XMS3 4GB (2x2GB) DDR3 PC3-10600 1333MHz Dual Channel Kit ""@en 2x2GB | TW3X4G1333C9A Novatech""@en"
17497317,,"""ASUS GeForce GTX 1060 TURBO 6GB GDDR5 VR Ready Graphics Card, 1280 Core, 1506MHz GPU, 1708MHz Boost                      ""@en ",," ""ASUS NVIDIA GeForce GTX 1060 6GB TURBO Graphics Card""@en Card LN73869 - TURBO-GTX1060-6G | SCAN UK""@en"
11589330,,"""OPTERON 6380 SERIES 16C G34 16MB 115W 2.5G WOF ""@en-US ",," ""OS6380WKTGGHKWOF""@en-US ""Buy OS6380WKTGGHKWOF AMD Inc | AERI is a stocking distributor of electronic components""@en-US"
10132062,,,," ""MacBook Air 11-inch 128GB (Early 2015) 128gb Silver""@en"
16484274,,, Quick Specs: CAS Latency CL10 Compatibility Desktop Error Checking Non-ECC Number of Modules 1 x 8 GB Number of Pins 240-pin Signal Processing Unbuffered Limited Warranty Lifetime Form Factor DIMM Memory Speed 1600 MHz Memory Size 8 GB Memory Technology DDR3 SDRAM Memory Standard DDR3-1600/PC3-12800 ProductId 1021038853," ""Corsair Vengeance CMZ8GX3M1A1600C10 8GB 1X8GB DDR3-1600 CL10-10-10-27 240PIN Single Memory Module"" DDR3 1600MHz CL10 - NCIX"""
11786783,"""Corsair""@en","""1600MHz RAM Speed, CAS 9-9-9-24 Timings, 1.5v SODIMM, Lifetime Warranty with Corsair.""@en ",," ""Corsair Vengeance SODIMM 8GB (2x4GB) DDR3 PC3-12800C9 1600MHz Kit (CMSX8GX3M2A1600C9)""@en ""▷ Corsair 1600MH… | OcUK""@en"
2417595,,"""2TB WD Purple WD20PURZ, 3.5"" AV Surveillance HDD, SATA III - 6Gb/s, 5400rpm, 64MB Cache, NCQ, OEM                   ""@en ",," ""WD Purple 2TB 3.5"" SATA3 HD CCTV HDD/Hard Drive WD20PURZ""@en WD20PURZ LN82090 | SCAN UK""@en"
4577278,,," Categorie Interne harde schijven Merk WD Productserie Purple Product WD Purple (2017) Uitvoering WD10PURX, 1TB EAN 0718037823324, 3606508524153, 4016138885217, 4053162421752, 5054230903919, 5711045972225, 7180378233248, 7612392248545, 8032976093436, 8592457048145 SKU WD10PURX Tweakers ID 372577 Productprijs € 57,85 Verzending € 0,- iDeal € 0,- Totaal € 57,85 Onjuiste prijs melden Productprijs € 56,95 Pakketpost vanaf € 1,99 iDeal € 0,- Totaal € 58,94 Onjuiste prijs melden Productprijs € 62,- Pakketpost Nederland (vanaf € 40,-) € 0,- iDeal € 0,- Totaal € 62,- Onjuiste prijs melden Productprijs € 65,- Pakketpost € 0,- iDeal € 0,- Totaal € 65,- Onjuiste prijs melden Productprijs € 64,30 Pakketpost € 2,50 iDEAL € 0,- Totaal € 66,80 Onjuiste prijs melden Productprijs € 66,99 Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 0,- iDeal € 0,- Totaal € 66,99 Onjuiste prijs melden Productprijs € 66,99 Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 66,99 Onjuiste prijs melden Productprijs € 73,99 Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 73,99 Onjuiste prijs melden Productprijs € 73,99 Pakketpost (tot € 20,-) € 0,- iDeal € 0,- Totaal € 73,99 Onjuiste prijs melden Productprijs € 64,20 Pakketpost tot € 99,- € 9,50 iDeal € 0,50 Totaal € 74,20 Onjuiste prijs melden Productprijs € 74,95 Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 74,95 Onjuiste prijs melden"," ""WD Purple (2017) WD10PURX, 1TB - Prijzen ""@NL WD10PURX Tweakers""@NL"
7969280,"""Kingston""@pt","""A drive USB flash Kingston DataTraveler® 100 G3 (DT100G3) é compatível com a próxima geração USB 3.0 para tirar proveito da tecnologia mais recente em desktops e portáteis. Com a DT100G3 armazenamento e transferência de documentos apresentações música vídeo e muito mais é mais rápido e mais fácil do que nunca.A DT100G3 apresenta um design elegante e uma relação qualidade/preço para fazer a transição para o USB 3.0 para uma experiência satisfatória a um investimento mínimo.

Capacidade: 32GB
Interface: USB 3.0 (Também compatível com USB 2.0)
Dimensões Físicas: 60mm x 21.2mm x10mm
Compatibilidade: Windows Mac Linux
""@pt ",," ""Pen Kingston DataTraveler 100 G3 32GB USB3.0""@pt ""Kingston USB3.0 (DT100G3/32GB) - PCDIGA""@pt"
15610902,"""Gigabyte""@en","""Skylake/Kabylake, DDR4 2133-3866, 2x PCIEx16, 2x PCI, 1x M.2, 3x SATA Express, 6x SATA 6Gb/s, 1x USB TypeC, 8x USB3.0, Crossfire, Intel LAN""@en ",," ""Gigabyte GA-Z270M-D3H Intel Z270 (Socket 1151) DDR4 Micro ATX Motherboard""@en ""▷ Gigabyte AT… | OcUK""@en"
16825264,"""HP Enterprise""","""Description:10 x 72.8GB Ultra320 3.5-inch SCSI Hot-Plug 15K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)Genuine HPE serial number and firmwarePart Number(s)Option Part# 286778-B22
Spare Part# 289243-001
Assembly Part# 306645-003
Model# BF072863BA"" ",," ""306645-003 HP 72.8-GB U320 SCSI 15K"", ""Null"" Price 306645-003-10Pack"" ""New 306645-003 15K 10 Pack Wholesale"
9649775,,"""40,6 cm Sleeve case Negro EVA Monótono ""@es ",," ""case Logic LAPS116K 16"" Sleeve Negro maletines para portátil""@es Gris cuarzo - ... ""@es ""Asus ZenBook UX410UA-GV113T i7-7500u 8GB 1TB 14 W10"
12787890,,"""techair Eco Laptop Backpack - Mochila para transporte de portátil - 15.6"" - negro""@es ",," ""Tech air TAECB001 15.6"" Mochila Negro maletines para portáti""@es ""HP 250 G5 i5-6200U 1TB 8GB W10 15.6 Plata - Black Friday 2017 ""@es"
17145446,,"""Hynix 8 GB Server RAM DDR4-2133 ECC Registered, 2133 MHz Frequency HMA41GR7MFR4N-TF                         ""@en ", Specifications Size 8GB Memory Model Server Max. Memory Channels Provided by Kit   Memory Type DDR4 Memory Type (ECC) ECC Memory Type (R/U) RDIMM Memory Speed PC4-17000 (2133) Pins 288 CAS Latency 15 Voltage N/A Validated Compatible with   Cooler   Features  ," ""8GB DDR4 Server Memory 2133MHz Speed Hynix ECC Registered""@en Registered LN59916 - HMA41GR7MFR4N-TF | SCAN UK""@en"
11999634,,, Description ThinkPad 512 GB PCIe-NVMe (3x4) M.2 SSD Part Number 4XB0K48502 Max Operating Humidity 95% Min Operating Humidity 5% Max Operating Temperature 85C Min Operating Temperature -40C Hard Drive Capacity 512GB Depth 80mm Depth (US) 3.15in Height 2.38mm Height (US) 0.09in Weight 0.01Kg Weight (US) 0.02 lbs Width 22mm Width (US) 0.87in Warranty Period One Year Warranty Types 1 Year - CRU," ""ThinkPad 512 GB PCIe-NVMe (3x4) M.2 SSD""@en SSD | Storage Lenovo New Zealand""@en"
13713744,,," Categorie Computer accessoires Merk HP Productserie Smart Array Product HP Smart Array P-Series Low Profile BBWC Battery Pack Uitvoering HP Smart Array P-Series Low Profile BBWC Battery Pack SKU 452348-B21 Tweakers ID 1107339 Productprijs € 54,45 Pakketpost Nederland € 12,04 iDeal € 0,- Totaal € 66,49 Onjuiste prijs melden"," ""HP Smart Array P-Series Low Profile BBWC Battery Pack - Prijzen ""@NL Tweakers""@NL"
17114867,"""HP Enterprise""","""Description:HP 200GB 2.5-inch (SFF)
 Serial Attached SCSI (SAS) 6G SCL SC Enterprise Performance (EP) Solid State DriveIn HPE Hot-Plug Drive tray (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State DrivePart Number(s)
Option Part# 653078-B21"" ", Specifications: Category Proliant HardDrive Sub-Category Solid State Drive Generation SAS SSD Part Number 653078-B21 Products ID 461184 Type Solid State Drive Capacity 200GB Interface Type Serial Attached SCSI Drive Interface Standard 6Gb/s SAS," ""653078-B21 HP G8 G9 200-GB 6G 2.5 SAS SC SSD"", ""Null"" Price 653078-B21"" ""New 653078-B21 SSD Wholesale"
11587743,,""" Sie erhalten naturgetreue Fotos und profitieren von einer größeren Vielseitigkeit. Erstellen von Fotos in naturgetreuen Farben, Einrichten, Verbinden und Drucken direkt über Ihr mobiles Gerät.1 Komfortables Drucken von Fotos über eine Speicherkarte. Farb-Multifunktionsdrucker - Ideal für zu Hause;  Drucken, Scannen, Kopieren, Internet, Foto;  A4; A5; B5; DL; C6; A6;  1 USB 2.0 (Client), 1 Wi-Fi 802.11b/g/n, Dual Band Wi-Fi (2,4/5 GHz), BLE, SD-Kartensteckplatz;  Bis zu 1000 Seiten;  1 Jahr eingeschränkte Herstellergarantie auf die Hardware; Eingeschränkter telefonischer Support rund um die Uhr Weitere Informationen finden Sie unter http://www.support.hp.com; ""@de ",," ""HP ENVY Photo 7130 All-in-One-Drucker""@de All-in-One-Drucker - HP Store Deutschland""@de"
6346941,,,," ""Kingston 32GB DataTraveler 100 G3 USB 3.0 Flash Drive""@en Drive (DT100G3/32GB)""@en"
4783507,,"""With intelligent performance that accelerates in response to demanding tasks, such as playing games and editing photos, the Intel Core i5 processor moves faster when you do.The Intel Core i5 processor automatically allocates processing power where it's needed most. Whether you're creating HD video, composing digital music, editing photos, or playing the coolest PC games - with the Intel Core i5 processor you can multitask with ease and be more productive than ever."" ",," ""Intel Core i5 6600 / 3.3 GHz processor"" "" Intel processor - BX80662I56600 Add-In Processors (CPUs) CDW.com"
8246981,"""HP Enterprise"""," ""Description:HP 60GB 2.5-inch Hot-Plug Midline (MDL)Serial ATA (SATA) SSD (Solid State Drive)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine Certified Solid DrivePart Number(s) Option Part# 572071-B21 Spare 572252-001 Assembly 570774-001 Model# MK0060EAVDR""", Specifications:  Manufacturer DL165 Category Hard Drive Sub-Category Solid State Drive Generation SATA SSD Part Number DL165 572071-B21 Product ID 459587_DL165_HardDrives Type Solid State Drive Capacity 60GB Interface Type SATA Form Factor Small 2.5 inches (SFF) Transfer Rate 3GB/s Level MDL Hot Swap Yes," ""572071-B21 HP 60-GB 2.5 MDL SATA SSD"""
10629528,,,," ""Apple iPad Mini 4 128GB, WiFi, Silver""@en WiFi Silver at Connection Public Sector Solutions""@en ""Buy Apple 128GB"
5658163,,"""
Windows 10 Pro
Procesador Intel® Core™ m7-6Y75 (1,2 GHz, hasta 3,1 GHz con tecnología Intel Turbo Boost, 4 MB de caché, 2 núcleos)
Pantalla táctil ultra delgada con retroiluminación LED FHD BrightView WUXGA+ UWVA eDP
12"" 1920 x1280 conectada directamente, Corning® Gorilla® Glass 4
Memoria 8GB RAM
Disco duro 256GB SSD
Con teclado estándar
Combo de Intel® Dual Band Wireless-AC 8260 802.11a/b/g/n/ac (2x2) WiFi y Bluetooth® 4.2Módulo de banda ancha móvil HP lt4120 Qualcomm® Snapdragon™ X5 LTE
""@es ",," ""HP Elite x2 1012 G1 2 en 1 Core M7-6Y65 8GB 256GB SSD 4G LTE Tactil 12 W10Pro""@es OMEN Gaming 15-ax005ns i7-6700HQ 1TB Nvidia GTX960 2GB 15.6 ... ""@es"
17470199,"""Speck""@en","""

  .feature-tab { background-color: #fff; padding: 1em 2em 3em; }
  .feature-tab h3 { font-size: 1.8em; margin: 0.5em 0; line-height: 1.2; }
  .feature-tab h4 { font-size: 1.4em; margin: 1.5em 0 0.5em; }
  .feature-tab ul { padding-left: 1em; }
  .feature-tab li { line-height: 1.4; margin-top: 0.7em; list-style-type: disc; }
  .feature-tab li:first-of-type { margin-top: 0; }
  .feature-tab p { line-height: 1.4; padding: 0.5em 0; font-size: 1.2em; }
  .feature-tab li, .feature-tab p { color: #444; }
  .feature-tab a, .feature-tab p a { color: #09c; }
  .pt_product-details .product-detail-wrapper .product-detail-back .tab-content-new { padding: 0; }



SeeThru® is the #1 bestselling hardshell case for MacBook* and is designed to take an impact – and make one.

The form-fitting hardshell on our SeeThru MacBook Air 13"" case keeps scuffs and scratches at bay for on-the-go protection. Its sleek design features a lightweight two-piece design that’s easy to put on and remove. Plus, rubberized feet add stability to prevent sliding and tilting so your MacBook Air stays grounded. Our Onyx Black color option features a textured, scratch-resistant matte finish that resists scratches, fingerprints, and smudges while providing your MacBook Air with a comfortable grip.

Like all of our products, this MacBook Air 13"" case has been lab-tested against extreme temperatures, cracks, chemicals, and abrasions.

Speck makes products that are designed for impact to protect the tech you rely on. With a balance of slim lines and military-grade protection, we provide a difference you can see and feel.

*#1 Best-Selling HardShell MacBook Brand. NPD Laptop Cases. 2012-2016. 

""@en ",," ""SeeThru MacBook Air 13"" Cases""@en"
15064497,"""Kingston""@en","""1866MHz RAM Speed, CAS 9-9-9-24 Timings, 1.50-1.65v VDIMM, Lifetime Warranty with Kingston.""@en ",," ""Kingston HyperX Savage Red 16GB (2x8GB) DDR3 PC3-14400C9 1866MHz Dual Channel Kit (HX318C9SRK2/16)""@en ""▷ Kingston 186… | OcUK""@en"
11665523,,"""
              
				
					
					
						
							Descargar el datasheet.
						
					
				
              
				 
	                        Lista de puntos de venta
	                        
				      
              
            ""@es ",," ""Switch de sobremesa con 8 puertos, 4 PoE""@es ""DES-1008P Switch puertos PoE | D-Link España""@es"
570909,"""
														MILWAUKEE ELECTRIC TOOL CORP.													""","""Null"" ",," ""48-32-4006"" "" Shop For Drill Bits. - Dale Electric Supply Co."
13314234,"""Corsair""@en","""DDR4, 3000MHz, CL15, 1.2v, XMP 2.0, Lifetime Warranty""@en "," Memory Type DDR4 (PC4-24000) Capacity 32GB (2 x 16GB) Tested Speed 3000MHz Tested Latency 15-17-17-35 Tested Voltage 1.2V Registered / Unbuffered Unbuffered Error Checking Non-ECC Memory Features XMP 2.0, Vengeance LPX Heatsink"," ""Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-24000 3000MHz Dual Channel Kit ""@en 2x16GB | CMK32GX4M2B3000C15 Novatech""@en"
10035000,,""" Bewitching black, plush padding and faux-fur lining surround and cradle your 35.6 cm (14.1') Ultrabook™ in trendsetting luxury. It's the perfect accessory for every season and all occasions. Dress it up; dress it down. Take it with you everywhere you go. 1 year HP Commercial Guarantee; ""@en ", Appearance Color Black Box contents What's in the box Sleeve Display Specifications Display size (diagonal) 14” Ultrabook Weights Weight 0.216 kg Package weight 0.22 kg Dimensions Dimensions (W x D x H) 356 x 248 x 29 mm Package dimensions (W x D x H) 356 x 248 x 29 mm Warranty Warranty 1 year HP Commercial Guarantee," ""HP Sleeve for Ultrabook™ (Black) - 35,6 cm (14,1"" )""@en 35 1"" ) HP Store Switzerland""@en 6 (14"
